file_path,role,owner,loc,type_only_file,import_count,runtime_import_count,internal_outbound_count,institution_outbound_count,cross_module_outbound_count,inbound_consumer_count,test_consumer_count,cross_module_inbound_count,reverse_dependency_count,cycle_member,cycle_id,runtime_boundary_tokens,stable_entry_suggestion,phase23_eligible,phase23_block_reason
src/modules/institution/tests/HisConnectionCredentialCompensationWorker.test.ts,test,his,1706,no,5,3,3,3,0,0,0,0,0,no,,database；environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/HisConnectionCredentialInput.test.ts,test,his,265,no,3,3,2,2,0,0,0,0,0,no,,environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/HisConnectionCredentialProviderFailure.test.ts,test,his,277,no,3,3,1,1,0,0,0,0,0,no,,environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/HisConnectionCredentialService.test.ts,test,his,696,no,8,3,7,4,3,0,0,0,0,no,,database；environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionCredentialStorage.test.ts,test,his,261,no,2,2,1,1,0,0,0,0,0,no,,environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/HisConnectionReadOnlyPanel.test.tsx,test,his,267,no,3,3,1,1,0,0,0,0,0,no,,environment,src/modules/institution/his/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/HisConnectionRepository.test.ts,test,his,1737,no,6,5,3,1,2,0,0,0,0,no,,database；environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionStatusService.test.ts,test,his,500,no,8,4,5,2,3,0,0,0,0,no,,database；environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionTestConnectionApiRoute.test.ts,test,his,163,no,4,4,1,0,1,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionTestConnectionService.test.ts,test,his,583,no,7,3,6,3,3,0,0,0,0,no,,database；environment；network,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionWriteInput.test.ts,test,his,335,no,2,2,1,1,0,0,0,0,0,no,,environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/HisConnectionWriteService.test.ts,test,his,506,no,9,4,6,3,3,0,0,0,0,no,,database；environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionAiCallApiRoute.test.ts,test,shared,198,no,5,5,2,0,2,0,0,0,0,no,,database；environment；network；next_runtime,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionAiCallCapabilityRoute.test.ts,test,shared,103,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionAiCallKeywordDerivation.test.ts,test,shared,43,no,2,2,1,1,0,0,0,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract
src/modules/institution/tests/InstitutionAiCallMeteringService.test.ts,test,shared,388,no,4,3,3,3,0,0,0,0,0,no,,network,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionAiCallService.test.ts,test,shared,1155,no,3,2,2,2,0,0,0,0,0,no,,environment；network,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionAiCallUsageRepository.test.ts,test,entitlement,259,no,7,4,4,2,2,0,0,0,0,no,,database,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionAiModelsRoute.test.ts,test,ai,112,no,2,2,1,0,1,0,0,0,0,no,,database；network,src/modules/institution/ai/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionAiServiceUsageApiRoute.test.ts,test,entitlement,181,no,5,5,2,1,1,0,0,0,0,no,,database；network；react,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionAiServiceUsageService.test.ts,test,entitlement,434,no,4,3,3,2,1,0,0,0,0,no,,database,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionBusinessDomain.test.ts,test,shared,35,no,4,4,3,3,0,0,0,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract
src/modules/institution/tests/InstitutionBusinessShells.test.tsx,test,shared,3040,no,9,9,7,7,0,0,0,0,0,no,,environment；browser_runtime；external_channel,src/modules/institution/shared/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionCapabilityStatusEvaluator.test.ts,test,shared,263,no,4,4,3,3,0,0,0,0,0,no,,network；external_channel,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionCapabilityStatusReader.test.ts,test,shared,579,no,5,5,4,3,1,0,0,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/InstitutionConversationCapabilityOffRoute.test.tsx,test,conversation,157,no,3,3,1,0,1,0,0,0,0,no,,,src/modules/institution/conversation/index.ts,no,not_plain_ts；not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/InstitutionEntitlementUsageApiRoute.test.ts,test,entitlement,120,no,4,4,1,0,1,0,0,0,0,no,,database；environment；network；next_runtime,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeAnswerApiRoute.test.ts,test,knowledge,193,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeBaseCardPanel.test.tsx,test,knowledge,1201,no,4,4,2,2,0,0,0,0,0,no,,environment；browser_runtime,src/modules/institution/knowledge/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeDownloadCapabilityRoute.test.ts,test,knowledge,168,no,3,3,0,0,0,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeItemsCapabilityRoute.test.ts,test,knowledge,111,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeKeywordSearchService.test.ts,test,knowledge,598,no,4,2,3,0,3,0,0,0,0,no,,environment,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeManagementReadonlyApiRoute.test.ts,test,knowledge,270,no,3,3,0,0,0,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeManagementReadonlyService.test.ts,test,knowledge,383,no,4,2,3,2,1,0,0,0,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeQaCapabilityRoute.test.ts,test,knowledge,65,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeRagAnswerService.test.ts,test,knowledge,564,no,6,3,5,3,2,0,0,0,0,no,,environment,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeReadonlyShell.test.tsx,test,knowledge,2053,no,4,4,2,2,0,0,0,0,0,no,,database；environment；network,src/modules/institution/knowledge/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeRetrievalCapabilityRoute.test.ts,test,knowledge,92,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeSearchApiRoute.test.ts,test,knowledge,16,no,2,2,1,0,1,0,0,0,0,no,,network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeSearchCapabilityRoute.test.ts,test,knowledge,101,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionKnowledgeUploadApiRoute.test.ts,test,knowledge,160,no,4,4,1,0,1,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeUploadService.test.ts,test,knowledge,422,no,3,2,2,1,1,0,0,0,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/InstitutionKnowledgeVectorSearchCapabilityRoute.test.ts,test,knowledge,78,no,1,1,0,0,0,0,0,0,0,no,,database；network,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionPageState.test.tsx,test,shared,88,no,5,4,3,3,0,0,0,0,0,no,,environment,src/modules/institution/shared/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionRagAnswerProvider.test.ts,test,ai,175,no,2,2,1,1,0,0,0,0,0,no,,environment；network,src/modules/institution/ai/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/InstitutionRouteShell.test.tsx,test,shared,665,no,6,6,4,2,2,0,0,0,0,no,,browser_runtime,src/modules/institution/shared/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/InstitutionServerRuntime.test.ts,test,shared,696,no,9,7,7,1,6,0,0,0,0,no,,database,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/KnowledgeAiReadinessE2EAcceptance.test.ts,test,knowledge,330,no,6,3,5,0,5,0,0,0,0,no,,environment,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/KnowledgeManagementPlatformInstitutionE2EAcceptance.test.ts,test,knowledge,280,no,4,3,3,1,2,0,0,0,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/OpportunityPoolLegacyApiRoute.test.ts,test,opportunity,116,no,4,4,1,0,1,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/opportunity/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/OpportunityPoolShell.test.tsx,test,opportunity,37,no,3,3,1,1,0,0,0,0,0,no,,,src/modules/institution/opportunity/index.ts,no,not_plain_ts；not_domain_or_contract
src/modules/institution/tests/PackageAiQuotaContract.test.ts,test,entitlement,309,no,3,3,1,1,0,0,0,0,0,no,,,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract
src/modules/institution/tests/PackageAiQuotaReadonlySource.test.ts,test,entitlement,309,no,3,3,2,2,0,0,0,0,0,no,,,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract
src/modules/institution/tests/RealChannelPreflightApiRoute.test.ts,test,shared,214,no,4,4,1,0,1,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/RealChannelPreflightDomain.test.ts,test,shared,244,no,2,2,1,1,0,0,0,0,0,no,,environment；external_channel,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/StandardTreatmentEventMapper.test.ts,test,treatment,534,no,5,5,2,2,0,0,0,0,0,no,,database；environment；network,src/modules/institution/treatment/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/TenantBusinessApiRoutes.test.ts,test,shared,1017,no,8,7,5,1,4,0,0,0,0,no,,database；environment；network；next_runtime,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/TenantBusinessClient.test.ts,test,shared,912,no,2,2,1,1,0,0,0,0,0,no,,environment；network；external_channel,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/TenantBusinessDomain.test.ts,test,shared,370,no,5,4,4,3,1,0,0,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/TenantBusinessRepository.test.ts,test,shared,1219,no,6,5,3,1,2,0,0,0,0,no,,database；environment；network,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/TenantBusinessViewModels.test.ts,test,ai,258,no,5,2,4,4,0,0,0,0,0,no,,,src/modules/institution/ai/index.ts,no,not_domain_or_contract
src/modules/institution/tests/TenantBusinessWriteInput.test.ts,test,shared,365,no,2,2,1,1,0,0,0,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract
src/modules/institution/tests/TenantQuotaEnforcement.test.ts,test,entitlement,485,no,4,3,3,1,2,0,0,0,0,no,,database；environment,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/TreatmentFollowUpLinkApiRoutes.test.ts,test,followup,514,no,6,5,3,0,3,0,0,0,0,no,,database；environment；network,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/TreatmentFollowUpSuggestionInput.test.ts,test,followup,181,no,3,2,2,2,0,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/tests/TreatmentFollowUpSuggestions.test.ts,test,followup,452,no,4,4,1,1,0,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
